ID,Student_Query,Priority
5948,Urgent: hostel fee payment not updated.,High
2010,Where is the auditorium located?,Low
2261,Where is the auditorium located?,Low
3085,How to join sports club?,Low
2113,"Internship deadline today, need NOC approval.",High
901,Request for bonafide certificate.,Medium
1447,Where is the auditorium located?,Low
1912,My scholarship has not been credited yet.,High
3543,The assignment portal is not working before deadline.,High
2698,WiFi password for campus?,Low
5633,WiFi password for campus?,Low
3663,Any cultural events this week?,Low
742,How to apply for revaluation?,Medium
2294,Holiday list for this semester?,Low
2453,Urgent: hostel fee payment not updated.,High
3706,Urgent: hostel fee payment not updated.,High
4898,Where is the auditorium located?,Low
1207,The assignment portal is not working before deadline.,High
510,My result shows absent but I attended exam.,High
5289,Degree certificate required urgently for job.,High
3704,How to apply for revaluation?,Medium
3969,My fee payment failed but amount deducted.,High
5432,I am unable to access exam hall ticket.,High
1550,Degree certificate required urgently for job.,High
3030,What are library timings?,Low
4523,What are library timings?,Low
2203,Any cultural events this week?,Low
2567,Where is the auditorium located?,Low
3790,Any cultural events this week?,Low
2045,My fee payment failed but amount deducted.,High
768,The assignment portal is not working before deadline.,High
5881,Holiday list for this semester?,Low
3700,I missed my exam registration due to portal error.,High
1509,I want to join a club in university.,Medium
3135,I need migration certificate process.,Medium
5834,"Internship deadline today, need NOC approval.",High
422,Is there any AI workshop this month?,Low
124,Urgent: hostel fee payment not updated.,High
5425,How to apply for revaluation?,Medium
3716,Is there any AI workshop this month?,Low
3293,I cannot submit my exam form and today is the last date.,High
820,I am unable to access exam hall ticket.,High
1404,When does cafeteria open?,Low
1383,"Internship deadline today, need NOC approval.",High
2149,Request for bonafide certificate.,Medium
5045,Please update my contact number.,Medium
1576,I missed my exam registration due to portal error.,High
1639,My result shows absent but I attended exam.,High
1796,Holiday list for this semester?,Low
3332,I missed my exam registration due to portal error.,High
5771,Holiday list for this semester?,Low
5337,Bus schedule for weekend?,Low
400,When does cafeteria open?,Low
3152,The assignment portal is not working before deadline.,High
2311,When will semester timetable be released?,Medium
883,The assignment portal is not working before deadline.,High
3566,I am unable to access exam hall ticket.,High
5965,Is there any AI workshop this month?,Low
1180,Where to collect ID card?,Low
1353,I cannot submit my exam form and today is the last date.,High
3883,I need migration certificate process.,Medium
5456,The assignment portal is not working before deadline.,High
2131,Urgent: hostel fee payment not updated.,High
983,I missed my exam registration due to portal error.,High
457,My scholarship has not been credited yet.,High
1487,I want to change my elective subject.,Medium
1080,"Internship deadline today, need NOC approval.",High
1951,I want to change my elective subject.,Medium
5159,Bus schedule for weekend?,Low
690,My fee payment failed but amount deducted.,High
2430,Request for bonafide certificate.,Medium
642,How to apply for revaluation?,Medium
2393,The assignment portal is not working before deadline.,High
2826,WiFi password for campus?,Low
1954,The assignment portal is not working before deadline.,High
3539,"Internship deadline today, need NOC approval.",High
3890,How to join sports club?,Low
3059,What are library timings?,Low
3916,The assignment portal is not working before deadline.,High
4801,WiFi password for campus?,Low
2711,I want to join a club in university.,Medium
1084,Degree certificate required urgently for job.,High
4449,Urgent: hostel fee payment not updated.,High
5715,How to apply for revaluation?,Medium
4119,How to reset student portal password?,Medium
1885,Where is the auditorium located?,Low
4511,Any cultural events this week?,Low
390,Bus schedule for weekend?,Low
2495,Degree certificate required urgently for job.,High
1852,Any cultural events this week?,Low
3037,I cannot submit my exam form and today is the last date.,High
5796,Can I change my project guide?,Medium
3604,What are library timings?,Low
846,The assignment portal is not working before deadline.,High
543,What are library timings?,Low
3725,How to reset student portal password?,Medium
92,Can I change my project guide?,Medium
3680,Can I change my project guide?,Medium
5642,I need migration certificate process.,Medium
3905,What are library timings?,Low
1980,WiFi password for campus?,Low
3245,Urgent: hostel fee payment not updated.,High
3979,I missed my exam registration due to portal error.,High
3151,I am unable to access exam hall ticket.,High
4901,When will semester timetable be released?,Medium
4105,Can I change my project guide?,Medium
4623,Urgent: hostel fee payment not updated.,High
2965,Request for bonafide certificate.,Medium
3464,I want to change my elective subject.,Medium
2530,I need migration certificate process.,Medium
4109,The assignment portal is not working before deadline.,High
1677,I cannot submit my exam form and today is the last date.,High
1049,Holiday list for this semester?,Low
2950,Is there any AI workshop this month?,Low
1961,Please update my contact number.,Medium
2531,Any cultural events this week?,Low
4413,Holiday list for this semester?,Low
4904,I want to change my elective subject.,Medium
3940,Urgent: hostel fee payment not updated.,High
238,I want to join a club in university.,Medium
4150,I need migration certificate process.,Medium
4858,I want to change my elective subject.,Medium
1134,The assignment portal is not working before deadline.,High
2881,How can I apply for hostel change?,Medium
1806,How to join sports club?,Low
4959,I cannot submit my exam form and today is the last date.,High
164,Degree certificate required urgently for job.,High
4528,Is there any AI workshop this month?,Low
5705,How to reset student portal password?,Medium
5648,Degree certificate required urgently for job.,High
4429,I want to change my elective subject.,Medium
4499,I am unable to access exam hall ticket.,High
4327,My result shows absent but I attended exam.,High
266,Urgent: hostel fee payment not updated.,High
2002,I cannot submit my exam form and today is the last date.,High
1812,Where is the auditorium located?,Low
3278,Urgent: hostel fee payment not updated.,High
5610,My fee payment failed but amount deducted.,High
2979,Where to collect ID card?,Low
4261,I want to change my elective subject.,Medium
2907,How to reset student portal password?,Medium
4291,Is there any AI workshop this month?,Low
5498,Where to collect ID card?,Low
1429,My result shows absent but I attended exam.,High
399,Where is the auditorium located?,Low
3965,Degree certificate required urgently for job.,High
5006,"Internship deadline today, need NOC approval.",High
948,How can I apply for hostel change?,Medium
3079,Can I change my project guide?,Medium
3139,Where to collect ID card?,Low
5348,Where is the auditorium located?,Low
4924,Request for bonafide certificate.,Medium
5574,My fee payment failed but amount deducted.,High
5149,Is there any AI workshop this month?,Low
3230,How to apply for revaluation?,Medium
3995,Request for bonafide certificate.,Medium
1453,WiFi password for campus?,Low
594,Urgent: hostel fee payment not updated.,High
2726,My result shows absent but I attended exam.,High
42,Holiday list for this semester?,Low
561,I cannot submit my exam form and today is the last date.,High
4832,Where to collect ID card?,Low
5151,Holiday list for this semester?,Low
490,I want to change my elective subject.,Medium
244,When does cafeteria open?,Low
3173,Degree certificate required urgently for job.,High
1340,Where is the auditorium located?,Low
3937,WiFi password for campus?,Low
5990,I need migration certificate process.,Medium
406,Degree certificate required urgently for job.,High
1443,Urgent: hostel fee payment not updated.,High
262,Where to collect ID card?,Low
3913,When will semester timetable be released?,Medium
3538,I cannot submit my exam form and today is the last date.,High
5469,Request for bonafide certificate.,Medium
1690,Can I change my project guide?,Medium
3479,I am unable to access exam hall ticket.,High
1726,The assignment portal is not working before deadline.,High
1204,When does cafeteria open?,Low
835,My fee payment failed but amount deducted.,High
1867,I want to join a club in university.,Medium
2497,My fee payment failed but amount deducted.,High
3017,Degree certificate required urgently for job.,High
4512,Bus schedule for weekend?,Low
2011,I want to join a club in university.,Medium
3932,I am unable to access exam hall ticket.,High
341,I missed my exam registration due to portal error.,High
4173,I want to change my elective subject.,Medium
1602,Where to collect ID card?,Low
2797,How to apply for revaluation?,Medium
5368,What are library timings?,Low
5760,When will semester timetable be released?,Medium
481,Can I change my project guide?,Medium
3726,I am unable to access exam hall ticket.,High
5906,Holiday list for this semester?,Low
2786,How to apply for revaluation?,Medium
1524,I want to change my elective subject.,Medium
3622,Where to collect ID card?,Low
4468,Any cultural events this week?,Low
5321,When does cafeteria open?,Low
5561,I am unable to access exam hall ticket.,High
5645,Please update my contact number.,Medium
800,"Internship deadline today, need NOC approval.",High
1767,Request for bonafide certificate.,Medium
5364,WiFi password for campus?,Low
3026,Where to collect ID card?,Low
2454,I missed my exam registration due to portal error.,High
4074,My fee payment failed but amount deducted.,High
4740,"Internship deadline today, need NOC approval.",High
4856,I am unable to access exam hall ticket.,High
3705,Is there any AI workshop this month?,Low
5611,How to apply for revaluation?,Medium
364,I am unable to access exam hall ticket.,High
1272,"Internship deadline today, need NOC approval.",High
2004,When does cafeteria open?,Low
5395,I need migration certificate process.,Medium
4246,I missed my exam registration due to portal error.,High
5624,Where is the auditorium located?,Low
4958,Degree certificate required urgently for job.,High
348,I am unable to access exam hall ticket.,High
3351,Can I change my project guide?,Medium
5896,Can I change my project guide?,Medium
3614,I want to join a club in university.,Medium
5719,I am unable to access exam hall ticket.,High
2563,Any cultural events this week?,Low
3028,The assignment portal is not working before deadline.,High
4181,My result shows absent but I attended exam.,High
5499,Can I change my project guide?,Medium
1424,I want to change my elective subject.,Medium
657,Is there any AI workshop this month?,Low
3084,I cannot submit my exam form and today is the last date.,High
5525,Where to collect ID card?,Low
2103,How to join sports club?,Low
633,Holiday list for this semester?,Low
4861,I cannot submit my exam form and today is the last date.,High
2494,Any cultural events this week?,Low
2666,How to reset student portal password?,Medium
4339,Degree certificate required urgently for job.,High
5669,I cannot submit my exam form and today is the last date.,High
4404,I want to change my elective subject.,Medium
5541,My fee payment failed but amount deducted.,High
2335,My scholarship has not been credited yet.,High
3549,Please update my contact number.,Medium
4594,Holiday list for this semester?,Low
2501,"Internship deadline today, need NOC approval.",High
3620,Where to collect ID card?,Low
1466,When does cafeteria open?,Low
3941,When does cafeteria open?,Low
4014,How can I apply for hostel change?,Medium
5406,My scholarship has not been credited yet.,High
116,How can I apply for hostel change?,Medium
1822,Please update my contact number.,Medium
1495,The assignment portal is not working before deadline.,High
2402,Where is the auditorium located?,Low
3875,Please update my contact number.,Medium
1233,I need migration certificate process.,Medium
2662,My fee payment failed but amount deducted.,High
2818,I missed my exam registration due to portal error.,High
5701,I missed my exam registration due to portal error.,High
5479,Urgent: hostel fee payment not updated.,High
1154,How to apply for revaluation?,Medium
3910,Is there any AI workshop this month?,Low
4761,The assignment portal is not working before deadline.,High
5327,Where to collect ID card?,Low
58,I cannot submit my exam form and today is the last date.,High
5583,When does cafeteria open?,Low
3884,"Internship deadline today, need NOC approval.",High
3062,How to join sports club?,Low
5180,Degree certificate required urgently for job.,High
5935,Can I change my project guide?,Medium
1736,Can I change my project guide?,Medium
5402,My fee payment failed but amount deducted.,High
2824,I want to join a club in university.,Medium
2197,Please update my contact number.,Medium
160,I need migration certificate process.,Medium
4101,How can I apply for hostel change?,Medium
2476,I need migration certificate process.,Medium
2565,When will semester timetable be released?,Medium
4295,I want to change my elective subject.,Medium
5050,I want to join a club in university.,Medium
4140,"Internship deadline today, need NOC approval.",High
2609,I cannot submit my exam form and today is the last date.,High
5856,Any cultural events this week?,Low
708,I want to change my elective subject.,Medium
3047,I need migration certificate process.,Medium
5555,Request for bonafide certificate.,Medium
1094,Any cultural events this week?,Low
4575,I cannot submit my exam form and today is the last date.,High
1377,Please update my contact number.,Medium
5898,I cannot submit my exam form and today is the last date.,High
73,Where is the auditorium located?,Low
1923,I want to join a club in university.,Medium
4439,How to join sports club?,Low
4306,Where to collect ID card?,Low
1765,I want to join a club in university.,Medium
744,When does cafeteria open?,Low
4075,Request for bonafide certificate.,Medium
1006,My fee payment failed but amount deducted.,High
2669,When will semester timetable be released?,Medium
1191,How to apply for revaluation?,Medium
4317,When will semester timetable be released?,Medium
2602,How can I apply for hostel change?,Medium
1126,Degree certificate required urgently for job.,High
1242,WiFi password for campus?,Low
4038,My scholarship has not been credited yet.,High
5373,Is there any AI workshop this month?,Low
4945,When will semester timetable be released?,Medium
5652,My fee payment failed but amount deducted.,High
3352,Is there any AI workshop this month?,Low
999,Holiday list for this semester?,Low
4462,I need migration certificate process.,Medium
3825,When does cafeteria open?,Low
4032,Please update my contact number.,Medium
2685,I want to join a club in university.,Medium
5195,I want to change my elective subject.,Medium
1578,I want to join a club in university.,Medium
3907,My fee payment failed but amount deducted.,High
3730,Request for bonafide certificate.,Medium
3669,WiFi password for campus?,Low
5743,How to join sports club?,Low
1827,Where is the auditorium located?,Low
1344,My fee payment failed but amount deducted.,High
5984,Please update my contact number.,Medium
5147,Is there any AI workshop this month?,Low
4952,Any cultural events this week?,Low
441,I cannot submit my exam form and today is the last date.,High
5941,Where is the auditorium located?,Low
1101,My result shows absent but I attended exam.,High
2638,I want to join a club in university.,Medium
4218,I want to change my elective subject.,Medium
650,Urgent: hostel fee payment not updated.,High
1547,Holiday list for this semester?,Low
3232,Where is the auditorium located?,Low
4491,I missed my exam registration due to portal error.,High
4557,Please update my contact number.,Medium
4574,Can I change my project guide?,Medium
4146,"Internship deadline today, need NOC approval.",High
2853,My scholarship has not been credited yet.,High
3504,Can I change my project guide?,Medium
5385,I want to join a club in university.,Medium
4691,My fee payment failed but amount deducted.,High
631,My fee payment failed but amount deducted.,High
673,The assignment portal is not working before deadline.,High
1250,Where is the auditorium located?,Low
4088,Where is the auditorium located?,Low
483,Can I change my project guide?,Medium
1585,How to join sports club?,Low
4234,Any cultural events this week?,Low
5544,My scholarship has not been credited yet.,High
4205,I cannot submit my exam form and today is the last date.,High
1463,"Internship deadline today, need NOC approval.",High
3041,Where is the auditorium located?,Low
4471,I want to change my elective subject.,Medium
4811,I am unable to access exam hall ticket.,High
4611,I want to change my elective subject.,Medium
5973,How to reset student portal password?,Medium
3274,Where to collect ID card?,Low
3239,I am unable to access exam hall ticket.,High
3132,Holiday list for this semester?,Low
3684,"Internship deadline today, need NOC approval.",High
2579,How to join sports club?,Low
5411,My fee payment failed but amount deducted.,High
50,My fee payment failed but amount deducted.,High
5126,When will semester timetable be released?,Medium
4217,When does cafeteria open?,Low
859,Please update my contact number.,Medium
3226,Urgent: hostel fee payment not updated.,High
1073,I want to join a club in university.,Medium
720,The assignment portal is not working before deadline.,High
2200,Can I change my project guide?,Medium
2632,Any cultural events this week?,Low
5849,Where to collect ID card?,Low
1661,I am unable to access exam hall ticket.,High
1657,I want to change my elective subject.,Medium
2426,I cannot submit my exam form and today is the last date.,High
5527,Urgent: hostel fee payment not updated.,High
5055,What are library timings?,Low
5966,Is there any AI workshop this month?,Low
4405,Please update my contact number.,Medium
3098,Degree certificate required urgently for job.,High
3977,My scholarship has not been credited yet.,High
5367,How to apply for revaluation?,Medium
5878,I need migration certificate process.,Medium
5698,I want to change my elective subject.,Medium
3190,I am unable to access exam hall ticket.,High
3990,Where is the auditorium located?,Low
2935,Please update my contact number.,Medium
4941,I missed my exam registration due to portal error.,High
4258,Where to collect ID card?,Low
2607,Any cultural events this week?,Low
1386,Where to collect ID card?,Low
5572,Where is the auditorium located?,Low
1400,Can I change my project guide?,Medium
1196,I cannot submit my exam form and today is the last date.,High
1409,When will semester timetable be released?,Medium
1846,Urgent: hostel fee payment not updated.,High
1799,I want to join a club in university.,Medium
3958,Holiday list for this semester?,Low
1476,How to join sports club?,Low
5219,How can I apply for hostel change?,Medium
36,Request for bonafide certificate.,Medium
4865,Urgent: hostel fee payment not updated.,High
2346,Request for bonafide certificate.,Medium
445,I am unable to access exam hall ticket.,High
5357,Please update my contact number.,Medium
3313,What are library timings?,Low
2360,Degree certificate required urgently for job.,High
3007,Request for bonafide certificate.,Medium
3655,I missed my exam registration due to portal error.,High
2207,I cannot submit my exam form and today is the last date.,High
4328,I cannot submit my exam form and today is the last date.,High
5133,My fee payment failed but amount deducted.,High
3658,WiFi password for campus?,Low
3180,The assignment portal is not working before deadline.,High
3423,Is there any AI workshop this month?,Low
1287,How to apply for revaluation?,Medium
4446,Is there any AI workshop this month?,Low
350,How to apply for revaluation?,Medium
3417,What are library timings?,Low
2138,I missed my exam registration due to portal error.,High
2692,My scholarship has not been credited yet.,High
2637,I missed my exam registration due to portal error.,High
4017,How to apply for revaluation?,Medium
1682,Where to collect ID card?,Low
5433,Degree certificate required urgently for job.,High
1693,Urgent: hostel fee payment not updated.,High
4425,Urgent: hostel fee payment not updated.,High
4777,Degree certificate required urgently for job.,High
3636,Degree certificate required urgently for job.,High
373,When will semester timetable be released?,Medium
4605,When will semester timetable be released?,Medium
141,I want to change my elective subject.,Medium
5591,What are library timings?,Low
715,Please update my contact number.,Medium
3189,Degree certificate required urgently for job.,High
5400,I want to join a club in university.,Medium
4190,I need migration certificate process.,Medium
407,My scholarship has not been credited yet.,High
21,How to apply for revaluation?,Medium
1005,Degree certificate required urgently for job.,High
2412,I cannot submit my exam form and today is the last date.,High
2546,Holiday list for this semester?,Low
2391,When does cafeteria open?,Low
4819,What are library timings?,Low
43,My fee payment failed but amount deducted.,High
2831,Please update my contact number.,Medium
3372,I need migration certificate process.,Medium
3023,Holiday list for this semester?,Low
3365,I cannot submit my exam form and today is the last date.,High
12,I missed my exam registration due to portal error.,High
1178,When will semester timetable be released?,Medium
1948,WiFi password for campus?,Low
2502,WiFi password for campus?,Low
2864,How to reset student portal password?,Medium
3866,Can I change my project guide?,Medium
1027,I want to join a club in university.,Medium
3849,I am unable to access exam hall ticket.,High
2990,The assignment portal is not working before deadline.,High
962,Degree certificate required urgently for job.,High
2890,I missed my exam registration due to portal error.,High
3016,My scholarship has not been credited yet.,High
3339,When will semester timetable be released?,Medium
4231,Request for bonafide certificate.,Medium
736,Urgent: hostel fee payment not updated.,High
1441,Urgent: hostel fee payment not updated.,High
2876,When will semester timetable be released?,Medium
3987,Where to collect ID card?,Low
917,When does cafeteria open?,Low
5003,I want to change my elective subject.,Medium
4090,Where to collect ID card?,Low
5542,I am unable to access exam hall ticket.,High
4686,How to apply for revaluation?,Medium
2773,I want to join a club in university.,Medium
1625,Degree certificate required urgently for job.,High
5670,Can I change my project guide?,Medium
822,When will semester timetable be released?,Medium
1368,I am unable to access exam hall ticket.,High
3713,How to join sports club?,Low
5999,How to apply for revaluation?,Medium
851,Where is the auditorium located?,Low
1001,Any cultural events this week?,Low
4653,I cannot submit my exam form and today is the last date.,High
4115,Is there any AI workshop this month?,Low
1638,Is there any AI workshop this month?,Low
1668,Holiday list for this semester?,Low
3174,I need migration certificate process.,Medium
4561,I am unable to access exam hall ticket.,High
1348,My fee payment failed but amount deducted.,High
5721,Please update my contact number.,Medium
3231,I want to change my elective subject.,Medium
4211,What are library timings?,Low
4607,The assignment portal is not working before deadline.,High
3233,I want to change my elective subject.,Medium
4902,How to reset student portal password?,Medium
704,Please update my contact number.,Medium
4782,My scholarship has not been credited yet.,High
3292,Any cultural events this week?,Low
3674,"Internship deadline today, need NOC approval.",High
2409,I want to change my elective subject.,Medium
1328,I cannot submit my exam form and today is the last date.,High
5587,How to reset student portal password?,Medium
5697,Urgent: hostel fee payment not updated.,High
5009,How to apply for revaluation?,Medium
987,I want to change my elective subject.,Medium
5441,When will semester timetable be released?,Medium
5157,I cannot submit my exam form and today is the last date.,High
5308,My scholarship has not been credited yet.,High
4050,Please update my contact number.,Medium
3486,Please update my contact number.,Medium
2475,Holiday list for this semester?,Low
3874,I cannot submit my exam form and today is the last date.,High
1199,When does cafeteria open?,Low
4182,Degree certificate required urgently for job.,High
1519,My result shows absent but I attended exam.,High
1800,How to apply for revaluation?,Medium
1015,Bus schedule for weekend?,Low
129,When will semester timetable be released?,Medium
1365,How to apply for revaluation?,Medium
5508,I cannot submit my exam form and today is the last date.,High
892,Where to collect ID card?,Low
2794,I am unable to access exam hall ticket.,High
5034,Please update my contact number.,Medium
5716,How can I apply for hostel change?,Medium
5142,Where is the auditorium located?,Low
3250,I want to join a club in university.,Medium
1209,When does cafeteria open?,Low
3869,Where to collect ID card?,Low
4066,Where is the auditorium located?,Low
5130,I want to change my elective subject.,Medium
1240,The assignment portal is not working before deadline.,High
2290,My result shows absent but I attended exam.,High
2741,I am unable to access exam hall ticket.,High
276,My scholarship has not been credited yet.,High
1036,Where is the auditorium located?,Low
1230,My fee payment failed but amount deducted.,High
1009,Where is the auditorium located?,Low
3829,How to join sports club?,Low
2533,My fee payment failed but amount deducted.,High
1059,Any cultural events this week?,Low
5518,Where is the auditorium located?,Low
282,Bus schedule for weekend?,Low
1044,I need migration certificate process.,Medium
1317,How can I apply for hostel change?,Medium
969,What are library timings?,Low
2382,Is there any AI workshop this month?,Low
4788,WiFi password for campus?,Low
1940,Any cultural events this week?,Low
5202,Where is the auditorium located?,Low
1275,I need migration certificate process.,Medium
620,I want to join a club in university.,Medium
4355,I need migration certificate process.,Medium
1743,I need migration certificate process.,Medium
1391,My fee payment failed but amount deducted.,High
4881,Where to collect ID card?,Low
1580,I want to change my elective subject.,Medium
1656,Where is the auditorium located?,Low
3569,How to reset student portal password?,Medium
2353,Any cultural events this week?,Low
2213,My fee payment failed but amount deducted.,High
5964,How can I apply for hostel change?,Medium
3179,"Internship deadline today, need NOC approval.",High
3193,WiFi password for campus?,Low
1308,Urgent: hostel fee payment not updated.,High
576,Bus schedule for weekend?,Low
2361,How to reset student portal password?,Medium
1281,My fee payment failed but amount deducted.,High
4878,The assignment portal is not working before deadline.,High
4962,I want to join a club in university.,Medium
1994,WiFi password for campus?,Low
2640,Any cultural events this week?,Low
270,I want to change my elective subject.,Medium
630,What are library timings?,Low
4445,My fee payment failed but amount deducted.,High
3082,I want to change my elective subject.,Medium
3467,Bus schedule for weekend?,Low
5234,Degree certificate required urgently for job.,High
4024,I cannot submit my exam form and today is the last date.,High
2047,How to apply for revaluation?,Medium
4711,Urgent: hostel fee payment not updated.,High
2114,My fee payment failed but amount deducted.,High
28,Can I change my project guide?,Medium
2041,Please update my contact number.,Medium
3929,What are library timings?,Low
5422,How can I apply for hostel change?,Medium
3217,Bus schedule for weekend?,Low
3815,Is there any AI workshop this month?,Low
130,My result shows absent but I attended exam.,High
4448,"Internship deadline today, need NOC approval.",High
5889,How can I apply for hostel change?,Medium
14,When will semester timetable be released?,Medium
5143,"Internship deadline today, need NOC approval.",High
1526,Bus schedule for weekend?,Low
2366,The assignment portal is not working before deadline.,High
3053,Any cultural events this week?,Low
4006,How can I apply for hostel change?,Medium
2341,I need migration certificate process.,Medium
375,I want to change my elective subject.,Medium
4373,Where is the auditorium located?,Low
5153,How can I apply for hostel change?,Medium
940,I want to join a club in university.,Medium
5745,My result shows absent but I attended exam.,High
2148,I want to join a club in university.,Medium
3592,I want to join a club in university.,Medium
5444,Request for bonafide certificate.,Medium
5042,Any cultural events this week?,Low
3624,Where to collect ID card?,Low
530,I missed my exam registration due to portal error.,High
3715,I want to join a club in university.,Medium
1270,I want to join a club in university.,Medium
4282,My result shows absent but I attended exam.,High
1395,When does cafeteria open?,Low
4010,Request for bonafide certificate.,Medium
1798,Where is the auditorium located?,Low
2980,I want to join a club in university.,Medium
1442,Is there any AI workshop this month?,Low
5297,My result shows absent but I attended exam.,High
5850,Where to collect ID card?,Low
3812,I want to change my elective subject.,Medium
1274,Degree certificate required urgently for job.,High
1713,How to apply for revaluation?,Medium
956,How to apply for revaluation?,Medium
4443,When will semester timetable be released?,Medium
4795,Bus schedule for weekend?,Low
5377,Any cultural events this week?,Low
404,Where to collect ID card?,Low
2072,My fee payment failed but amount deducted.,High
5702,How to join sports club?,Low
1978,How to reset student portal password?,Medium
159,My scholarship has not been credited yet.,High
3889,I need migration certificate process.,Medium
903,My scholarship has not been credited yet.,High
353,My scholarship has not been credited yet.,High
4131,Degree certificate required urgently for job.,High
755,Degree certificate required urgently for job.,High
2972,How to apply for revaluation?,Medium
5971,Where is the auditorium located?,Low
2921,Where to collect ID card?,Low
312,I am unable to access exam hall ticket.,High
662,My fee payment failed but amount deducted.,High
1990,WiFi password for campus?,Low
3666,How can I apply for hostel change?,Medium
307,Where to collect ID card?,Low
2336,I missed my exam registration due to portal error.,High
2357,Degree certificate required urgently for job.,High
3703,When does cafeteria open?,Low
3805,Holiday list for this semester?,Low
1928,I want to join a club in university.,Medium
3428,I missed my exam registration due to portal error.,High
750,I want to join a club in university.,Medium
3639,Is there any AI workshop this month?,Low
5244,Request for bonafide certificate.,Medium
1267,Any cultural events this week?,Low
5918,How can I apply for hostel change?,Medium
5300,Degree certificate required urgently for job.,High
3596,Degree certificate required urgently for job.,High
2135,I missed my exam registration due to portal error.,High
4110,WiFi password for campus?,Low
515,Any cultural events this week?,Low
5362,Where is the auditorium located?,Low
410,Any cultural events this week?,Low
4476,My fee payment failed but amount deducted.,High
5976,My result shows absent but I attended exam.,High
5931,Urgent: hostel fee payment not updated.,High
5194,Where is the auditorium located?,Low
208,I want to change my elective subject.,Medium
459,I need migration certificate process.,Medium
2055,"Internship deadline today, need NOC approval.",High
2431,What are library timings?,Low
251,I want to change my elective subject.,Medium
5120,Degree certificate required urgently for job.,High
1108,My fee payment failed but amount deducted.,High
4863,Where is the auditorium located?,Low
1714,WiFi password for campus?,Low
3912,Holiday list for this semester?,Low
716,When will semester timetable be released?,Medium
553,I want to change my elective subject.,Medium
1440,Where to collect ID card?,Low
2271,My fee payment failed but amount deducted.,High
3145,I cannot submit my exam form and today is the last date.,High
5744,WiFi password for campus?,Low
1926,Where to collect ID card?,Low
635,Is there any AI workshop this month?,Low
317,I cannot submit my exam form and today is the last date.,High
5637,Request for bonafide certificate.,Medium
428,I want to change my elective subject.,Medium
4454,I want to join a club in university.,Medium
106,"Internship deadline today, need NOC approval.",High
3042,Urgent: hostel fee payment not updated.,High
4239,WiFi password for campus?,Low
2170,My scholarship has not been credited yet.,High
1710,My scholarship has not been credited yet.,High
90,Bus schedule for weekend?,Low
2242,Urgent: hostel fee payment not updated.,High
3175,Is there any AI workshop this month?,Low
4479,What are library timings?,Low
1950,My fee payment failed but amount deducted.,High
4045,"Internship deadline today, need NOC approval.",High
2849,WiFi password for campus?,Low
2,How to apply for revaluation?,Medium
4338,Urgent: hostel fee payment not updated.,High
936,How to apply for revaluation?,Medium
5134,When will semester timetable be released?,Medium
2721,Bus schedule for weekend?,Low
592,I cannot submit my exam form and today is the last date.,High
4909,Bus schedule for weekend?,Low
2937,Where to collect ID card?,Low
2449,Is there any AI workshop this month?,Low
1577,Is there any AI workshop this month?,Low
5005,My result shows absent but I attended exam.,High
214,Bus schedule for weekend?,Low
779,My scholarship has not been credited yet.,High
3497,Degree certificate required urgently for job.,High
4706,My fee payment failed but amount deducted.,High
2044,Request for bonafide certificate.,Medium
5439,How to apply for revaluation?,Medium
1568,Any cultural events this week?,Low
166,Holiday list for this semester?,Low
3567,WiFi password for campus?,Low
4591,Where to collect ID card?,Low
2014,Is there any AI workshop this month?,Low
274,Request for bonafide certificate.,Medium
3861,I want to join a club in university.,Medium
4168,When will semester timetable be released?,Medium
4789,I want to join a club in university.,Medium
3789,WiFi password for campus?,Low
395,Any cultural events this week?,Low
584,I want to join a club in university.,Medium
5981,Any cultural events this week?,Low
5565,Any cultural events this week?,Low
5741,I want to change my elective subject.,Medium
521,When will semester timetable be released?,Medium
1764,What are library timings?,Low
1876,Where is the auditorium located?,Low
3966,I need migration certificate process.,Medium
3345,"Internship deadline today, need NOC approval.",High
2254,Is there any AI workshop this month?,Low
3225,I missed my exam registration due to portal error.,High
527,Urgent: hostel fee payment not updated.,High
2947,Please update my contact number.,Medium
3900,My result shows absent but I attended exam.,High
693,How to apply for revaluation?,Medium
5675,Can I change my project guide?,Medium
3634,Is there any AI workshop this month?,Low
1051,Bus schedule for weekend?,Low
591,How to apply for revaluation?,Medium
520,Can I change my project guide?,Medium
3381,My scholarship has not been credited yet.,High
3677,I cannot submit my exam form and today is the last date.,High
4938,My result shows absent but I attended exam.,High
1608,I want to change my elective subject.,Medium
3611,Urgent: hostel fee payment not updated.,High
5813,My fee payment failed but amount deducted.,High
1810,Request for bonafide certificate.,Medium
792,Where is the auditorium located?,Low
793,WiFi password for campus?,Low
4928,My fee payment failed but amount deducted.,High
1856,Where to collect ID card?,Low
1981,How to reset student portal password?,Medium
3234,Request for bonafide certificate.,Medium
3599,The assignment portal is not working before deadline.,High
934,I am unable to access exam hall ticket.,High
3964,Urgent: hostel fee payment not updated.,High
5573,Please update my contact number.,Medium
4180,Request for bonafide certificate.,Medium
4027,I want to change my elective subject.,Medium
4117,How can I apply for hostel change?,Medium
989,The assignment portal is not working before deadline.,High
4627,My fee payment failed but amount deducted.,High
3454,Can I change my project guide?,Medium
5478,How to reset student portal password?,Medium
3779,My result shows absent but I attended exam.,High
5350,WiFi password for campus?,Low
3094,Holiday list for this semester?,Low
